título,año,kms,link,precio,zona,descripción
Ford Ranger 3.0 Cd Xl Plus 4x4,2011,300.000,https://auto.mercadolibre.com.ar/MLA-1941206726-ford-ranger-2011-30-cd-xl-plus-4x4,11900 dólares,Tres de febrero - Bs.As. G.B.A. Oeste,vendo o permuto ford ranger año 2011 3.0 xl plus 4x4 excelente funcionamiento vtv recién hecha papeles al día lista para transferir aire acondicionado dirección hidaublica cierre centralizado bien de cubiertas acepto permutas oportunida escucho ofertas de contado
Ford Focus Kinetic,2014,185.000,https://auto.mercadolibre.com.ar/MLA-1456441751-ford-focus-kinetic,12000 dólares,Córdoba - Córdoba,El vendedor no incluyó una descripción del producto
Citroën Berlingo Multispace 1.6 Xtr Hdi 92cv,2015,130.000,https://auto.mercadolibre.com.ar/MLA-1941215542-citron-berlingo-multispace-2015-16-xtr-hdi-92cv,11990000 pesos,Morón - Bs.As. G.B.A. Oeste,Asientos Cinco plazasDoble Porton vidriada Aire acondicionado Cubiertas Michelin nuevas VTV 2025120000km Cambio de Distribución Titular 2da mano
Audi A3 2.0 T Fsi Stronic 200cv,2010,86.000,https://auto.mercadolibre.com.ar/MLA-1456592775-audi-a3-2010-20t-stronic-smart-garage,12400 dólares,Coghlan - Capital Federal - Capital Federal,"* SMART GARAGE VENDE *- AUDI A3- MOTOR 2.0T FSI / STRONIC- AÑO 2010- KMS 86.000- MUY BIEN DE CUBIERTAS / UNICA DUEÑA / SE ADJUNTA VIDEO MOSTRANDO TODO EL AUTO si no podes verlo pedilo por Whastapp* COORDINE CITA PARA VERLO- ESTAMOS EN EL BARRIO DE COGHLAN, CABA- LUNES a VIERNES 10 a 18.30hs con cita- SABADOS eventualmente, consulte con anticipacion- ROMINA / MARIANO / BRIAN* SOMOS AGENCIA : SMART GARAGE- TENEMOS UNA COCHERA CON MAS DE 50 VEHICULOS EN STOCK- NOS MANEJAMOS CON CITA coordinar por Whatsapp- EVALUAMOS PERMUTA- NO FINANCIAMOS- COMPRAMOS / VENDEMOS TU AUTO, CAMIONETA, MOTO."
Ford Ecosport 1.6 Se 110cv 4x2,2014,80.000,https://auto.mercadolibre.com.ar/MLA-1940856740-ford-ecosport-se-16-2014-80000km-unico-dueno,12500 dólares,Avellaneda - Avellaneda - Bs.As. G.B.A. Sur,"FORD ECOSPORT SE 1.6 16v 2014// UNICO DUEÑO // 80.000KM // PERMUTO //Puse muchas fotos de buena calidad para no hacerle perder tiempo a nadie, esta impecable y sin sorpresas. Muy bien cuidado de verdad. Totalmente al día y con la documentación lista para poder transferir en el momento de la compra.Estoy en Avellaneda, a 10 cuadras del puente Pueyrredón y de la estación. Sobre la avenida Hipólito Yrigoyen.El precio es el publicado, acepto permutas"
Volkswagen Vento 2.5 Luxury 170cv,2010,110.000,https://auto.mercadolibre.com.ar/MLA-1941258006-volkswagen-vento-2010-25-luxury-170cv,12500 dólares,La Plata - Bs.As. G.B.A. Sur,El vendedor no incluyó una descripción del producto
Volkswagen Up! 1.0 High Up! 75cv 5 p,2016,63.000,https://auto.mercadolibre.com.ar/MLA-1941181720-volkswagen-up-10-high-up-75cv-5-p,12500000 pesos,Mirasoles - Esteban Echeverría - Bs.As. G.B.A. Sur,"Batería nueva, bujías nuevas, cubiertas nuevas, frenos Perfecto , limpieza cuerpo mariposa recién hecha, servís recién hechoAuto impecable en la familia desde 0 kilómetro. Y funciona Perfecto TODOComo Nuevo Se puede ver en CABA Almagro o en Monte Grande"
Renault Sandero 1.6 Gt Line 105cv,2018,95.000,https://auto.mercadolibre.com.ar/MLA-1940812796-renault-sandero,12500000 pesos,Martínez - San Isidro - Bs.As. G.B.A. Norte,Tuautoar ofrece:Renault Sandero Excelente estado!Se entrega en el Dia y transferido-Computadora de abordo-Comando satelital al volante-Espejos eléctricos-Levanta Cristales eléctricos-Cámara de retroceso-Abs-Airbags-Llantas de aleación-Faros Auxiliares-LLave con comando a distancia-Vidros polarizadosEstamos en Martinez de Lunes a viernes de 10 a 18hsTOMAMOS PERMUTAS MENOR VALORFinanciamos! consultar valores!
Volkswagen Tiguan 2.0 Tsi Exclusive Tiptronic,2010,131.000,https://auto.mercadolibre.com.ar/MLA-1940792066-volkswagen-tiguan-exclusive-2010-at-excelente-estado,12800 dólares,Adrogué - Almirante Brown - Bs.As. G.B.A. Sur,"VOLKSWAGEN TIGUAN EXCLUSIVE AUTOMATICVA TRIPTRONIC 2010 2.0 TSITECHO PANORAMICO - CLIMATIZADOR - CAMARA RETROCESO - LEVANTA CRISTALES EN LAS 4 PUERTAS - LLANTAS DE ALEACION - ETC ETC ETCEL VEHÍCULO SE ENCUENTRA REALMENTE EXCELENTE ESTADO! TODA LA DOCUMENTACIÓN SE ENCUENTRA AL DÍA, CON SUS RESPECTIVOS PAPELES HISTÓRICOS, MANUALES Y JUEGOS DE LLAVES.CONTAMOS CON GESTORIA PROPIA Y TODA LA DOCUMENTACIÓN ESTA GARANTIZADA. COMERCIO CON MAS DE 10 AÑOS DE TRAYECTORIA Y ADHERIDO A LA CÁMARA DE COMERCIO AUTOMOTOR.ACEPTAMOS PERMUTASEL VEHÍCULO ESTA DISPONIBLE Y SE PUEDE VER EN ADROGUE O  EN CANNING . CONTACTANOS TELEFÓNICAMENTE O POR WHATAPPS."
Honda Civic 1.8 Exs At 140cv,2013,130.000,https://auto.mercadolibre.com.ar/MLA-1940816226-honda-civic,12900 dólares,Nordelta - Tigre - Bs.As. G.B.A. Norte,"Honda civic Exs At 2013Particular , único dueño.130.000km , services al día Cubiertas impecable , nada que hacerle Listo para transferir.Acepto posible permuta de mi interés."
Fiat 500 1.4 Lounge 105cv At,2014,136.000,https://auto.mercadolibre.com.ar/MLA-1941015066-fiat-500-14-lounge-105cv-at,12900 dólares,Villa del Parque - Capital Federal - Capital Federal,FIAT 500 LOUNGE AUTOMATICO UNICA MANOTODOS LOS SERVICIOS HECHOS136.000 KMTAPIZADO DE CUEROTECHO PANORAMICO MUY CUIDADOLISTO PARA TRANSFERIR
Citroën Aircross 1.6 Vti 115 Shine,2017,108.000,https://auto.mercadolibre.com.ar/MLA-1940845126-citron-aircross-16-vti-115-shine,13000 dólares,Vicente López - Vicente López - Bs.As. G.B.A. Norte,DUEÑO DIRECTO – LISTA PARA TRANSFERIRCITROEN C3 AIRCROSS SHINE 5 PUERTAS  MODELO 2017 - 108.000 KMMOTOR 1.6 (NAFTA) - TRANSMISION MANUALPINTURA DE FÁBRICA. VTV VIGENTE – DOCUMENTACION AL DIA2 LLAVES Y MANUAL DE USUARIOSE PUEDE VER EN VICENTE LOPEZCONCESIONARIOS ABSTENERSE
Honda City 1.5 Ex-l At 120cv,2013,119.000,https://auto.mercadolibre.com.ar/MLA-1456567473-honda-city-2013-15-ex-l-at-120cv,13000 dólares,Merlo - Bs.As. G.B.A. Oeste,Honda City 2013 automático. 119.000km IMPECABLE. nada para hacerle. Nafta y a seguir usándolo. Mantenimiento al detalle y exhaustivo. Motor 1.5 ivtec 120hp con cadena de distribución (eterna). Caja automatica. Modo sport. Levas al volante. Climatizador automático. Pantalla multimedia con cámara de marcha atrás. Sensores de estacionamiento traseros. Tapizado de cuero. No tiene un detalle malo en el interior como en el exterior. Parece de modelo 2020 ...no 2013....amortiguadores y bujes nuevos delanteros. Se sacaron los originales sin mayores problemas. Mantenimiento de la caja automatica cada 40 mil km con aceite atf original Honda. Aceite sintético de shell cada 10 mil km junto con el cambio de todos los filtros. Correa de accesorios nueva. Batería nueva. 4 cubiertas nuevas con menos de 10 mil km. Carrocería cuidada del sol y demás. Bujias originales de iridio cambiadas a los 80 mil km. Próximo cambio 160 mil km.
Fiat Siena 1.6 El Npm,2017,63.100,https://auto.mercadolibre.com.ar/MLA-1456542125-fiat-siena-16-el-npm,12800000 pesos,Lanús Este - Lanús - Bs.As. G.B.A. Sur,"1.4 Fire, Aire, Direccion,CDUnica Mano, Cubiertas Nuevas, Bateria Nueva,Pintura de fabrica...Impecable, Solo 63.000 KMOportunidad!!!!"
Fiat Cronos 1.3 Gse Drive Pack Conectividad,2019,117.000,https://auto.mercadolibre.com.ar/MLA-1456503395-fiat-cronos-2019,12900000 pesos,Liniers - Capital Federal - Capital Federal,***EL PRECIO INCLUYE TRANSFERENCIA****FIAT CRONOS AÑO 2019 *COLOR GRIS OSCURO*KM 117000**SIN DEUDAS Y AL DIA***EL PRECIO INCLUYE TRANSFERENCIA$12900000****NO PERMUTO ****NO FINANCIO
Renault Logan 1.6 Expression 85cv Nac,2018,117.000,https://auto.mercadolibre.com.ar/MLA-1456478221-renault-logan,13000000 pesos,Barracas - Capital Federal - Capital Federal,"RENAUL LOGAN 1.6 EXPRESSION El auto se encuentra como se ve en las fotos, muy buen estado en general, tomo permuta de mi interés.La transferencia es condición de venta."
Toyota Etios 1.5 Xls,2017,91.000,https://auto.mercadolibre.com.ar/MLA-1940599730-toyota-etios-xls-6mt-2017-unica-duena-5-puertas,13400 dólares,Olivos - Vicente López - Bs.As. G.B.A. Norte,"Toyota Etios XLS Año 2017 con 91.000kmMotor 1.5L 16v 103cvCaja manual de 6taUnica dueñaManuales completosDuplicado de llavesDocumentación completa, retiras en el momento.Nosotros hacemos el trámite de transferencia."
Audi A1 1.4 Attraction Tfsi Stronic 122cv,2011,92.000,https://auto.mercadolibre.com.ar/MLA-1456507871-audi-a1-14-attraction-tfsi-stronic-122cv,13500 dólares,Boedo - Capital Federal - Capital Federal,Critales blindados antirobo. No es film. Sistema BETTER CONTROL que soporta mas de 30 golpes de martillo
Kia Sportage 2.0 Ex 2wd 163cv At,2011,134.000,https://auto.mercadolibre.com.ar/MLA-1940812396-kia-sportage-ex-2011-20-at-4x2-smart-garage,13600 dólares,Coghlan - Capital Federal - Capital Federal,"* SMART GARAGE VENDE *- KIA SPORTAGE EX 4x2- MOTOR 2.0 NAFTA / CAJA AUTOMATICA- AÑO 2011- KMS 134.000 - BIEN DE CUBIERTAS / INTERIOR MUY BIEN / SE ADJUNTA VIDEO MOSTRANDO TODA LA CAMIO, si no podes verlo pedilo por Whatsapp* COORDINE CITA PARA VERLA - ESTAMOS EN EL BARRIO DE COGHLAN, CABA- LUNES a VIERNES 10 a 18.30hs con cita- SABADOS eventualmente, consulte con anticipacion- ROMINA / MARIANO / BRIAN* SOMOS AGENCIA : SMART GARAGE- TENEMOS UNA COCHERA CON MAS DE 60 VEHICULOS EN STOCK- NOS MANEJAMOS CON CITA coordinar por Whatsapp- EVALUAMOS PERMUTA- NO FINANCIAMOS- COMPRAMOS / VENDEMOS TU AUTO, CAMIONETA, MOTO."
Ford Ranger 3.0 Cd Xl Plus Mp3+4x4,2009,167.000,https://auto.mercadolibre.com.ar/MLA-1941018018-ford-ranger-30-super-duty-4x4-linea-2010-167000-km,13500000 pesos,Ramos Mejía - La Matanza - Bs.As. G.B.A. Oeste,"Es modelo 2010, fabricada y patentada a fines de 2009.Segundo dueño, desde 2018. Tiene menos de 167.000 km (reales).Titular. No posee multas en todo el país, solo deuda de patente municipal (las pago en el Registro al presentar los papeles).4 cubiertas y llantas nuevas-nuevas y auxilio en excelente estado (el malacate anda), no posee el crique original.Aire acondicionado funcionando 10 puntos.Alarma X28 Z20 inteligente con sensor de movimiento.Batería con 18 meses de uso, arranca sin problemas.La tracción 4x4 anda sin problemas.CAPACIDAD DE CARGA: 1 TNLista para trabajar.__________________________________________________________________PERMUTARIA POR AUTO CHICO O MEDIANO MENOR VALOR HASTA $ 4 MILLONES----------------------------------------------------------------------------------------------------------------------------========================================SE ENTREGA TRANSFERIDA SIN EXCEPCION========================================"
Ford Ranger 3.0 Cd Xl Plus 4x2,2010,345.000,https://auto.mercadolibre.com.ar/MLA-1941273184-ford-ranger-30-cd-xl-plus-4x2,13500000 pesos,El Jagüel - Esteban Echeverría - Bs.As. G.B.A. Sur,El vendedor no incluyó una descripción del producto
Nissan Sentra 2.0 Sr Cvt,2016,150.000,https://auto.mercadolibre.com.ar/MLA-1941180726-nissan-sentra-2016-20-sr-cvt,14000 dólares,Caseros - Bs.As. G.B.A. Oeste,El vendedor no incluyó una descripción del producto
Citroën Jumper 2.8 Hdi Furgon,2008,276.000,https://auto.mercadolibre.com.ar/MLA-1940859462-citroen-jumper-28-furgon,14000000 pesos,Barrio Parque Gral San Martín - General San Martín - Bs.As. G.B.A. Norte,"Vehículo en excelente estado, super cuidado. kit de embriague Luk nuevo, recién colocado.Muy buena condición de cubiertas.Camioneta única en su estado, lista para salir a trabajar."
Volkswagen Golf Variant 1.4 Comfortline Tsi Dsg,2016,104.000,https://auto.mercadolibre.com.ar/MLA-1940868220-volkswagen-golf-variant-comfortline-2016-14-dsg-smartgarage,14300 dólares,Coghlan - Capital Federal - Capital Federal,"* SMART GARAGE VENDE *- VOLKSWAGEN GOLF VARIANT / COMFORTLINE- MOTOR 1.4 TSI / CAJA AUTOMATICA DSG- AÑO 2016- KMS 104.000 - 2do dueño / Bien de cubiertas / Interior muy bien / SE ADJUNTA VIDEO MOSTRANDO TODO EL AUTO , si no podes verlo pedilo por Whatsapp* COORDINE CITA PARA VERLO- ESTAMOS EN EL BARRIO DE COGHLAN, CABA- LUNES a VIERNES 10 a 18.30hs con cita- SABADOS eventualmente, consulte con anticipacion- ROMINA / MARIANO / BRIAN* SOMOS AGENCIA : SMART GARAGE- TENEMOS UNA COCHERA CON MAS DE 50 VEHICULOS EN STOCK- NOS MANEJAMOS CON CITA coordinar por Whatsapp- EVALUAMOS PERMUTA- NO FINANCIAMOS- COMPRAMOS / VENDEMOS TU AUTO, CAMIONETA, MOTO."
Peugeot 208 1.6 Allure Touchscreen,2016,91.000,https://auto.mercadolibre.com.ar/MLA-1941243890-peugeot-208-16-allure-touchscreen,14200000 pesos,Tigre - Tigre - Bs.As. G.B.A. Norte,El vendedor no incluyó una descripción del producto
Peugeot 2008 1.6 Feline,2016,81.000,https://auto.mercadolibre.com.ar/MLA-1940845598-peugeot-2008-16-16v-feline-no-thp-2016-82000km,14500 dólares,Avellaneda - Avellaneda - Bs.As. G.B.A. Sur,"FORD ECOSPORT FREESTYLE 1.6 16v 2015// UNICO DUEÑO // 115.000KM // PERMUTO // 4 CUBIERTAS NUEVASPuse muchas fotos de buena calidad para no hacerle perder tiempo a nadie, esta impecable y sin sorpresas. Muy bien cuidado de verdad. Totalmente al dia y con la documentacion lista para poder transferir en el momento de la compra.Estoy en Avellaneda, a 10 cuadras del puente Pueyrredon y de la estacion. Sobre la avenida Hipolito Yrigoyen.El precio es el publicado, acepto permutas"
Ford Ecosport 2.0 Titanium Powershift 4x2 Dps6,2015,104.000,https://auto.mercadolibre.com.ar/MLA-1940858572-ford-ecosport-20-titanium-powershift-4x2-dps6-ano-2015,14800 dólares,General Pacheco - Tigre - Bs.As. G.B.A. Norte,VERSION TOPE DE GAMAAÑO 2015104.000 KILOMETROSUNICA MANONEUMATICOS NUEVOS AUXILIO SIN RODARCAJA AUTOMATICATAPIZADOS DE CUEROFUNCIONA TODOINMACULADALISTA PARA TRANSFERIRTOMO PERMUTASFINANCIACION BANCARIA
Ford Falcon 3.6 Ghia Sp,1983,38.000,https://auto.mercadolibre.com.ar/MLA-1940539368-ford-falcon-1983-36-ghia-sp,15000 dólares,Ituzaingó - Bs.As. G.B.A. Oeste,Falcon 83 motor 221 automático con 38mil kms.
Peugeot 208 1.6 Allure Nav Tiptronic,2016,99.100,https://auto.mercadolibre.com.ar/MLA-1940836976-peugeot-208-16-allure-nav-tiptronic,15200000 pesos,Munro - Vicente López - Bs.As. G.B.A. Norte,El vendedor no incluyó una descripción del producto
Renault Duster 1.6 Ph2 4x2 Privilege 110cv,2017,55.000,https://auto.mercadolibre.com.ar/MLA-1940857644-renault-duster-16-ph2-4x2-privilege-110cv-2017-55000-kms,15500 dólares,General Pacheco - Tigre - Bs.As. G.B.A. Norte,DUSTER 1.6 PRIVILEGE NAVTOPE DE GAMAÚNICO DUEÑOINMACULADA GOMAS NUEVAS55.000 KILOMETROSAÑO 2017LISTA PARA TRANSFERIRTOMO PERMUTASFINANCIACIÓN BANCARIA EN PESOS
Volkswagen Vento 1.4 Comfortline 150cv,2017,130.000,https://auto.mercadolibre.com.ar/MLA-1456697949-vento-14-tsi-mt-150-cv-2016,15900 dólares,Mariano H. Alfonzo - Pergamino - Buenos Aires Interior,Segundo dueño.Gomas hankook con 10.000 km.Limpieza de tapizados.El vehiculo se encuentra en pergamino pero podemos ir hasta CABA a mostrarlo si la oferta es seria.IMPORTANTE: el auto es 2016 pero mercadolibre no tiene la version 1.4t en ese modelo por eso la publicacion dice 2017.En breve mejoramos fotos y subimos un video detallado
Fiat Cronos 1.3 Drive S-design Mt,2022,37.000,https://auto.mercadolibre.com.ar/MLA-1940811032-fiat-cronos-2022-13-drive-s-design-mt,15900 dólares,Martín Coronado - Tres de febrero - Bs.As. G.B.A. Oeste,"|||||||||||||||||||||||||||||||| DMB-AUTOMOTORES ||||||||||||||||||||||||||||||||__________________________________________FIAT CRONOS 2022 1.3 DRIVE S-DESING MT CON GNC DE 5TA GENERACIONEXCELENTE ESTADO, INTERIOR INMACULADO, MANTENIMIENTO AL DÍA ,CÁMARA CON SENSORES DE ESTACIONAMIENTO, VTV AL DÍA, GRABADO DE AUTO-PARTES , MANUALES Y SEGUNDA LLAVE , DOCUMENTACIÓN AL DÍA LISTO PARA TRANSFERIR.OFRECEMOS GESTORIA PERSONALIZADA PARA TRANSFERIR TU VEHÍCULO , PEDIR INFORMES, REALIZAR VERIFICACIONES Y TRAMITES.EL COSTO DE TRANSFERENCIA CON ARANCELES FIRMAS Y HONORARIOS DE GESTORIA TIENE UN ESTIMATIVO DE $890.000ACEPTAMOS PERMUTA DE MENOR VALORVALOR EN PERMUTA : USD 16.400ESTAMOS UBICADOS EN GRAN BUENOS AIRES - ZONA OESTEVILLA BOSCH / MARTÍN CORONADO__________________________________________"
Peugeot 308 1.6 Feline Thp 165cv Tiptronic,2018,37.000,https://auto.mercadolibre.com.ar/MLA-1456633739-peugeot-308-16-feline-thp-165cv-tiptronic,15900 dólares,Versalles - Capital Federal - Capital Federal,Estado impecable  bateria nueva cubiertas michelin esta con la pintura original
Fiat 500 1.4 Lounge 105cv Serie4,2017,63.000,https://auto.mercadolibre.com.ar/MLA-1456598987-fiat-500-lounge,16000 dólares,Palermo - Capital Federal - Capital Federal,"* Único dueño* Poco uso* Excelente estado general* Radicado en CABALa unidad se encuentra en poder del dueño (único titular desde 0km), en excelentes condiciones de uso y cuidado, con sólo 63mil km recorridos (reales, obviamente).En términos de carrocería casi se no observan detalles de estética, no tiene bollos y jamás ha sufrido choques ni daños estructurales, siendo su pintura de fábrica en un 100%. Todos los componentes son los originales y no hay piezas rotas o faltantes. Los neumáticos son casi nuevos.A nivel mecánico cuenta con motor 1.4L, 16v y 105cv, asociado a una caja automática de 5 velocidades. El funcionamiento motriz es excelente, sin pérdidas ni consumo de aceite, sin fallas mecánicas ni luces de alerta encendidas en el tablero. Lo mismo caja de velocidades, frenos y trenes de rodaje, sin deficiencias ni ruidos extraños. El vehículo no presenta temas pendientes en este aspecto, esta para darle marcha e ir a donde sea.Respecto del interior, su aspecto realmente es el de un vehículo bien tratado y con buen uso. Los mandos, paneles y tapizados muestran un aspecto similar a un 0km. Todo el equipamiento de confort y seguridad funciona perfectamente.EQUIPAMIENTO DESTACABLE:* Caja automática de 5 relaciones* Climatizador automático* Control de velocidad de crucero* Techo solar corredizo de accionamiento eléctrico* Tapicería de cuero* Apoyabrazos centrales delanteros* Modo de conducción SPORT* Control de tracción y estabilidad* Airbags frontales, laterales y de cortinaEl vehículo está radicado en CABA, se entrega sin deuda de patentes ni infracciones de tránsito, grabado de autopartes y VTV al día. Cuenta con los dos juegos de llaves y manuales de usuario.Solo se va TRANSFERIDO"
Toyota Corolla 1.8 Xei Cvt Pack 140cv,2015,180.000,https://auto.mercadolibre.com.ar/MLA-1940843904-toyota-corolla-2015-18-xei-cvt-pack-140cv,16000 dólares,Mercedes - Buenos Aires Interior,"Toyota Corolla excelente estado...Automático, cuero, recientemente pulido e limpieza de interior...Escucho ofertas.Solo venta... No permuta."
Honda HR-V 1.8 Lx 2wd Cvt,2015,90.000,https://auto.mercadolibre.com.ar/MLA-1941229816-honda-hr-v,16500 dólares,Canning - Ezeiza - Bs.As. G.B.A. Sur,- PRIMERA MANO - MUY BUEN ESTADO- SE VENDE UNICAMENTE TRANSFERIDANO ME INTERESA NINGUN OK KM ( YA COMPRAMOS )
